child_id,target,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15
ID_63GVO6496,51.466291337902504,<BIAS>,child_observe_total,id_enumerator,id_mn_best,id_facility,mn_best,child_dobyear,child_observe_diligent,child_observe_attentive,child_dateweek,pri_fees_amount,teacher_social_peers,latitude,teacher_emotional_total,child_age
ID_MQDKXQO9R,33.09686552000011,<BIAS>,child_months_enrolment,longitude,child_zha,teacher_emotional_understand,dc_best,id_facility,child_height,child_observe_diligent,mn_best,child_observe_attentive,id_enumerator,id_mn_best,child_age,child_observe_total
ID_8NHEV4JYV,19.349883420114928,<BIAS>,child_dateweek,latitude,id_ward_n,mn_best,child_observe_concentrated,id_enumerator,child_height,longitude,id_team,id_mn_best,child_observe_diligent,child_observe_attentive,child_age,child_observe_total
ID_49Q0B09ZE,45.929863911059876,<BIAS>,child_observe_total,child_age,child_observe_diligent,child_observe_interested,child_dobweek,id_facility,teacher_emotional_understand,teacher_social_total,child_zha,pri_fees_amount_pv,mn_best,teacher_emotional_total,teacher_social_peers,id_enumerator
ID_OFDARJRN8,30.553135852698713,<BIAS>,child_height,count_register_year_2018,child_observe_interested,longitude,child_dateday,teacher_emotional_total,child_observe_diligent,id_ward,prov_best,child_observe_attentive,mn_best,id_enumerator,child_observe_total,child_age
ID_SUUJWQCUK,57.521655191705264,<BIAS>,child_age,child_observe_total,id_enumerator,child_observe_attentive,pri_fees_amount_pv,pri_fees_amount,child_zha,id_mn_best,child_height,child_observe_concentrated,child_observe_diligent,pri_year,id_mn_n,teacher_emotional_total
ID_LSRZPR784,53.9526873386621,<BIAS>,teacher_emotional_total,id_mn_best,id_enumerator,child_dateweek,id_facility,child_observe_total,child_observe_diligent,latitude,pri_fees_amount_2_3,child_dobday,id_mn_n,child_zha,child_height,child_age
ID_W0L3EEXNX,39.97463508545647,<BIAS>,child_observe_total,teacher_emotional_total,child_observe_diligent,child_observe_attentive,id_prov,id_prov_n,child_zha,child_height,id_enumerator,latitude,pri_fees_amount_pv,mn_best,id_mn_best,child_age
ID_O5WURWYLF,39.592496920139254,<BIAS>,id_facility,child_height,id_enumerator,child_zha,teacher_emotional_total,mn_best,pra_agency_order,child_dateweek,child_observe_diligent,id_team,child_observe_attentive,id_mn_best,child_age,child_observe_total
ID_EQAZQ4SZ7,65.75884313635618,<BIAS>,child_observe_total,child_age,child_zha,child_observe_diligent,child_dobday,teacher_social_total,child_observe_interested,child_observe_attentive,language_assessment,teacher_social_peers,mn_best,id_enumerator,quintile,teacher_emotional_total
ID_UXL36DZL7,59.507276214923245,<BIAS>,teacher_emotional_total,id_mn_best,child_dobweek,child_observe_diligent,child_observe_total,child_zha,child_dateweek,mn_best,count_toilets_children,child_height,pri_name_network_forum,pra_language,id_ward_n,teacher_social_peers
ID_WCDXTO0HT,31.244172575486854,<BIAS>,child_height,id_mn_best,pri_fees_amount_pv,language_assessment,child_observe_concentrated,teacher_social_initiative,id_facility,child_datemonth,teacher_social_total,child_observe_attentive,child_age,teacher_emotional_total,child_observe_diligent,child_observe_total
ID_B6TIIEIQJ,45.70584215551528,<BIAS>,child_observe_total,child_observe_diligent,child_observe_attentive,id_facility,pra_education,pri_year,count_children_present,child_height,pri_name_network_forum,pri_amount_funding_dsd,count_register_year_2017,child_zha,id_enumerator,id_mn_best
ID_7UZ66G4L8,52.06417334467421,<BIAS>,teacher_emotional_total,id_enumerator,id_mn_best,child_observe_total,child_observe_diligent,mn_best,child_observe_attentive,child_observe_interested,pri_fees_amount_pv,pri_fees_amount,id_facility,quintile,child_zha,child_height
ID_WYP2V4JWK,39.92397859604769,<BIAS>,teacher_emotional_total,child_observe_total,child_zha,child_observe_diligent,child_height,count_children_present,count_children_attendance,id_prov,id_dc_best,pri_name_network_forum,id_mn_best,mn_best,child_age,id_enumerator
ID_HEKRYM1A4,49.635399304475186,<BIAS>,child_observe_total,teacher_emotional_total,count_children_present,child_observe_diligent,count_register_year_2017,child_observe_attentive,id_mn_n,child_observe_concentrated,id_dc_best,id_enumerator,teacher_social_peers,id_team,id_mn_best,child_age
ID_6R9STZK86,59.93390759654572,<BIAS>,mn_best,id_enumerator,child_age,id_dc_best,child_dateweek,child_datemonth,child_months_enrolment,child_zha,count_register_year_2018,teacher_emotional_total,child_observe_attentive,child_observe_diligent,longitude,child_observe_total
ID_ABMQ8URI7,49.924612478885834,<BIAS>,id_mn_best,prov_best,child_observe_diligent,mn_best,child_observe_total,child_zha,count_register_all,count_children_present,id_team,child_dateyear,child_dateweek,pri_fees_amount_pv,id_enumerator,child_age
ID_W1X2S8XHA,67.94139200082498,<BIAS>,child_age,pri_fees_amount,pri_fees_amount_pv,quintile,count_toilets_children,child_height,child_zha,teacher_emotional_total,child_observe_attentive,child_observe_total,teacher_social_total,id_enumerator,child_dateday,child_observe_diligent
ID_51ON1WCV7,43.86851343847577,<BIAS>,child_observe_total,child_height,child_zha,teacher_emotional_total,child_observe_diligent,child_observe_attentive,count_register_year_2020,child_observe_interested,id_prov_n,pri_fees_amount_pv,id_mn_best,longitude,mn_best,child_age
ID_CEM6103TG,26.618426821350514,<BIAS>,id_mn_best,mn_best,child_observe_attentive,child_height,count_register_year_2020,teacher_social_total,child_observe_diligent,prov_best,id_facility,id_enumerator,id_ward,teacher_emotional_total,child_observe_total,child_age
ID_L9JKBJLMK,62.169946074879434,<BIAS>,child_observe_total,teacher_emotional_total,id_mn_best,child_observe_diligent,child_height,id_enumerator,mn_best,child_observe_attentive,teacher_social_peers,prov_best,quintile,child_dateyear,child_age,id_facility
ID_ZCMEZ9J1D,43.97468266904272,<BIAS>,child_age,child_dobday,child_zha,teacher_social_total,child_observe_concentrated,child_datemonth,child_observe_interested,id_facility,id_ward_n,child_height,child_observe_diligent,child_observe_attentive,teacher_emotional_total,child_observe_total
ID_OZL0JA0FH,29.608455506775115,<BIAS>,prov_best,id_prov,child_months_enrolment,child_observe_concentrated,child_dateweek,child_height,child_observe_diligent,id_mn_best,mn_best,child_observe_attentive,longitude,id_enumerator,child_age,child_observe_total
ID_W1TNT3GRG,37.2837476763342,<BIAS>,child_observe_total,teacher_emotional_total,child_observe_diligent,mn_best,child_zha,count_children_present,child_observe_concentrated,id_dc_best,id_team,latitude,pri_fees_amount_pv,id_mn_best,id_enumerator,child_age
ID_EO78K6JAR,38.27390725929785,<BIAS>,latitude,id_facility,longitude,prov_best,language_assessment,child_dobday,id_mn_best,teacher_emotional_total,id_enumerator,teacher_social_peers,child_observe_attentive,child_height,child_observe_diligent,child_observe_total
ID_GG9WIQ0CG,61.733304240068534,<BIAS>,child_observe_total,prov_best,id_mn_best,count_toilets_adults,child_observe_diligent,child_dateweek,child_dateday,mn_best,count_register_race_african,child_height,id_ward,teacher_emotional_total,count_register_year_2020,child_age
ID_JZEFKYXAV,38.10279983134906,<BIAS>,child_observe_total,teacher_emotional_total,child_observe_diligent,child_observe_attentive,id_prov,pri_fees_amount_pv,prov_best,id_enumerator,pri_year,latitude,child_zha,id_mn_best,longitude,child_age
ID_QA1OOY2G8,18.209265962718234,<BIAS>,child_enrolment_dateweek,latitude,pri_amount_funding_dsd,teacher_social_total,language_child,id_team,child_observe_diligent,id_ward_n,id_mn_best,mn_best,teacher_emotional_total,id_dc_best,dc_best,child_observe_total
ID_EMK8OCWAH,29.21071910110409,<BIAS>,pri_year,child_dateweek,prov_best,id_prov,longitude,teacher_emotional_understand,teacher_social_initiative,teacher_social_total,child_observe_diligent,id_enumerator,child_observe_attentive,mn_best,child_age,teacher_emotional_total
ID_NAHD74339,24.33215684909868,<BIAS>,count_register_gender_female,id_ward_n,teacher_social_total,teacher_emotional_understand,child_observe_diligent,latitude,child_dateweek,child_observe_attentive,id_team,id_enumerator,id_mn_best,teacher_emotional_total,child_observe_total,child_age
ID_BOWZ3YIOO,41.491804967550955,<BIAS>,child_observe_total,child_observe_diligent,id_facility,child_observe_attentive,child_observe_interested,prov_best,mn_best,latitude,pri_fees_amount,pri_fees_amount_pv,id_mn_best,teacher_emotional_total,id_enumerator,child_age
ID_MXOBC0CYK,63.10011551150973,<BIAS>,child_observe_total,child_age,child_dobweek,child_observe_diligent,child_zha,child_observe_interested,child_height,id_enumerator,count_toilets_children,child_dobday,pri_fees_amount_pv,child_dateday,teacher_emotional_total,teacher_social_peers
ID_M143FEUB7,65.39392689876934,<BIAS>,child_age,child_observe_total,teacher_emotional_total,child_observe_diligent,id_enumerator,id_facility,child_zha,child_height,child_observe_interested,id_mn_best,id_prov_n,id_facility_n,mn_best,quintile
ID_6DPIOJQCP,51.97560207286678,<BIAS>,child_observe_total,child_zha,delta_dayschild_datechild_enrolment_date,child_months_enrolment,longitude,child_observe_diligent,child_dateweek,prov_best,child_dateday,pri_dsd_year,dc_best,mn_best,id_mn_best,id_enumerator
ID_J3IHCPIMI,30.301611122587573,<BIAS>,child_age,teacher_emotional_understand,child_dateweek,mn_best,prov_best,teacher_social_total,id_dc_best,id_prov,id_enumerator,child_observe_diligent,id_mn_best,id_team,dc_best,child_observe_total
ID_FZRK4J9KM,61.76418115069609,<BIAS>,child_observe_total,child_height,id_mn_best,child_dobday,child_observe_diligent,id_facility,prov_best,child_zha,mn_best,teacher_social_total,child_observe_attentive,id_enumerator,teacher_emotional_total,child_age
ID_HLBUOAQYR,39.2510987209,<BIAS>,mn_best,id_mn_best,child_observe_diligent,child_observe_attentive,pri_dsd_year,child_zha,child_observe_concentrated,child_observe_total,id_facility,count_register_year_2020,child_dateweek,id_ward,teacher_emotional_total,child_age
ID_10RWYRUNR,57.38952356234606,<BIAS>,child_age,teacher_emotional_total,child_height,mn_best,id_mn_best,id_dc_best,dc_best,longitude,quintile,id_ward_n,ward_best,child_observe_attentive,child_observe_diligent,child_observe_total
ID_2TZCX6Z9V,35.775035896216416,<BIAS>,child_observe_diligent,child_height,latitude,pri_fees_amount,longitude,pri_fees_amount_pv,teacher_emotional_understand,id_enumerator,child_observe_attentive,child_observe_total,id_mn_best,mn_best,teacher_emotional_total,child_age
ID_RWTUYHWTO,63.96571547087955,<BIAS>,child_age,teacher_emotional_total,quintile,id_enumerator,id_facility,child_observe_diligent,id_dc_best,longitude,teacher_social_total,id_mn_best,child_zha,child_height,child_observe_attentive,child_observe_total
ID_A39RYS3HX,48.226446268719826,<BIAS>,child_age,child_observe_total,teacher_emotional_total,teacher_social_initiative,child_observe_interested,id_facility,child_observe_concentrated,child_dateday,pri_fees_amount_pv,child_height,child_zha,child_observe_diligent,mn_best,id_enumerator
ID_7C8Y2CJBR,43.41190081647889,<BIAS>,child_age,id_enumerator,child_observe_interested,child_dateyear,id_mn_n,child_height,id_facility,quintile,child_datemonth,child_observe_attentive,teacher_emotional_total,child_zha,child_observe_diligent,child_observe_total
ID_FRVNI8YMR,70.72118173527323,<BIAS>,child_age,quintile,child_observe_total,id_enumerator,id_facility_n,child_observe_diligent,child_dobday,child_dateweek,id_mn_best,id_facility,mn_best,language_child,child_zha,teacher_emotional_total
ID_4JEAIUAUA,62.8661752971874,<BIAS>,child_age,child_observe_total,child_zha,child_observe_attentive,child_dateday,child_height,child_observe_diligent,id_dc_n,child_observe_interested,id_enumerator,quintile,child_dateweek,teacher_emotional_total,teacher_social_peers
ID_SALADXKQT,27.802172387402813,<BIAS>,count_toilets_children,child_observe_total,child_observe_diligent,child_dateweek,id_team,latitude,id_enumerator,pri_fees_amount_pv,child_zha,dc_best,id_dc_best,id_mn_best,teacher_emotional_total,child_age
ID_O0AG71MDY,47.03428238500407,<BIAS>,child_observe_total,id_mn_best,child_observe_diligent,mn_best,child_observe_attentive,child_observe_concentrated,teacher_social_total,count_children_present,child_dateweek,child_height,id_enumerator,id_facility,teacher_emotional_total,child_age
ID_QGE7V5K75,64.1485976038237,<BIAS>,child_age,id_enumerator,facility_type,id_ward_n,id_facility,child_observe_attentive,id_dc_best,id_ward,longitude,child_dobday,teacher_emotional_total,child_zha,child_observe_diligent,child_observe_total
ID_X97ZIQ7EP,41.05279039215011,<BIAS>,id_enumerator,ward_best,mn_best,prov_best,child_observe_attentive,id_mn_best,id_dc_best,quintile,pri_fees_amount_pv,child_observe_concentrated,child_observe_diligent,teacher_emotional_total,child_age,child_observe_total
ID_Q8S2W8XPA,32.77089723790756,<BIAS>,child_dateweek,longitude,teacher_emotional_total,child_datemonth,prov_best,id_enumerator,id_prov,id_team,child_observe_interested,child_observe_attentive,id_mn_best,child_observe_diligent,child_age,child_observe_total
ID_QP8T95W8J,67.6214541791116,<BIAS>,child_age,quintile,child_observe_total,teacher_emotional_total,id_enumerator,id_facility,child_observe_attentive,child_observe_diligent,id_mn_best,child_dobday,child_dateweek,mn_best,id_facility_n,child_zha
ID_52RWH3K6I,30.012259479345225,<BIAS>,teacher_emotional_total,child_dateweek,child_dateday,child_height,child_observe_concentrated,id_team,child_observe_attentive,longitude,id_ward,id_mn_best,child_observe_diligent,child_zha,child_observe_total,child_age
ID_GH4W2DKQS,47.94386027765448,<BIAS>,id_mn_best,id_enumerator,child_height,child_dobweek,child_dateweek,teacher_social_total,child_age,child_zha,mn_best,longitude,pri_year,child_observe_diligent,teacher_emotional_total,child_observe_total
ID_ZU4Y7EM9C,37.5295565282312,<BIAS>,facility_type,language_child,teacher_social_total,count_register_year_2020,id_dc_n,child_dateweek,id_ward,count_register_all,child_observe_attentive,child_dobweek,child_observe_diligent,teacher_emotional_total,id_enumerator,child_observe_total
ID_MX4557TBH,54.50143729417122,<BIAS>,child_age,id_enumerator,id_facility,child_observe_total,quintile,child_observe_diligent,child_dateweek,child_observe_attentive,child_observe_interested,language_child,child_height,id_facility_n,teacher_social_total,teacher_emotional_total
ID_LY68RY4JJ,53.62538502568649,<BIAS>,child_zha,id_enumerator,delta_dayschild_datechild_enrolment_date,count_register_year_2017,pri_expense_maintenance,count_register_race_african,opening_hours,id_prov_n,child_dobweek,teacher_social_initiative,child_observe_diligent,id_mn_best,child_age,child_observe_total
ID_CU45XJ5DV,60.436927682118935,<BIAS>,child_age,quintile,id_enumerator,id_facility,child_observe_interested,child_observe_total,child_dateweek,child_observe_diligent,child_observe_attentive,child_height,id_facility_n,language_child,teacher_social_total,teacher_emotional_total
ID_A66BF9YH8,23.48600760070211,<BIAS>,id_enumerator,mn_best,longitude,child_observe_concentrated,child_dateweek,prov_best,child_dobweek,teacher_emotional_total,id_ward,count_register_year_2020,child_observe_attentive,child_observe_diligent,child_age,child_observe_total
ID_HSPOEP3KD,39.76177056622427,<BIAS>,pri_fees_amount_pv,id_enumerator,teacher_emotional_total,ward_best,prov_best,mn_best,id_mn_best,pra_agency_order,language_child,latitude,child_observe_attentive,child_age,child_observe_diligent,child_observe_total
ID_DEV35TSU5,69.07358772931897,<BIAS>,child_age,teacher_emotional_total,child_observe_total,id_enumerator,child_observe_diligent,id_facility,id_mn_best,mn_best,child_dateweek,child_observe_attentive,teacher_social_total,quintile,child_zha,child_height
ID_FOINQRYBP,55.46862915474384,<BIAS>,child_observe_total,id_facility,id_mn_best,child_observe_diligent,child_zha,child_dateweek,child_observe_attentive,mn_best,teacher_social_total,child_height,id_ward,pri_fees_amount,child_age,teacher_emotional_total
ID_QLU47WOXG,28.99802902696844,<BIAS>,child_dobday,pri_year,id_prov,child_dateweek,prov_best,child_dateday,child_observe_attentive,child_observe_diligent,mn_best,count_register_year_2020,id_mn_best,id_enumerator,child_age,child_observe_total
ID_AXZQCM89S,59.06748648980255,<BIAS>,id_enumerator,child_enrolment_dateday,teacher_emotional_total,prov_best,id_dc_best,teacher_social_total,child_observe_concentrated,child_months_enrolment,id_ward,count_toilets_adults,count_register_year_2020,child_observe_diligent,child_observe_total,child_age
ID_UEI4Q7E5L,63.75941828056446,<BIAS>,child_observe_total,child_zha,child_dateday,child_observe_diligent,pri_capacity,child_observe_attentive,id_enumerator,child_observe_interested,child_observe_concentrated,count_children_attendance,prov_best,count_children_precovid,id_facility,id_mn_best
ID_S23WCQAY9,39.588154088131105,<BIAS>,teacher_emotional_total,longitude,id_facility,child_zha,dc_best,teacher_emotional_understand,id_prov,child_observe_attentive,child_observe_diligent,mn_best,teacher_social_total,id_mn_best,child_age,child_observe_total
ID_U3E297NA8,30.220245656448775,<BIAS>,child_height,id_mn_best,pri_expense_admin,ward_best,child_observe_diligent,child_dateweek,teacher_social_total,id_enumerator,child_observe_attentive,id_team,mn_best,teacher_emotional_total,child_observe_total,child_age
ID_TLX39P87H,30.77225165666671,<BIAS>,child_height,child_zha,teacher_social_initiative,teacher_emotional_total,mn_best,id_team,teacher_social_total,child_observe_diligent,child_dateweek,child_observe_attentive,id_mn_best,id_enumerator,child_observe_total,child_age
ID_Z2IN7EBF0,58.149530345658405,<BIAS>,id_enumerator,id_prov,child_observe_total,child_observe_diligent,prov_best,id_prov_n,count_children_attendance,delta_dayschild_datechild_enrolment_date,teacher_emotional_understand,child_enrolment_dateday,count_register_race_african,dc_best,id_mn_best,pri_name_network_forum
ID_A9VYB3HAP,34.16157596716347,<BIAS>,child_observe_total,child_observe_diligent,child_observe_attentive,child_enrolment_dateweek,mn_best,child_zha,latitude,child_height,pri_fees_amount_pv,id_enumerator,id_mn_best,longitude,teacher_emotional_total,child_age
ID_8RSR63TDR,59.101738407837885,<BIAS>,child_observe_total,teacher_emotional_total,id_mn_best,child_observe_diligent,id_enumerator,pri_fees_amount_pv,count_children_present,count_staff_salary,mn_best,child_zha,child_dateyear,child_dobweek,id_facility,child_age
ID_G8LXFG5SP,42.02424528037466,<BIAS>,id_dc_best,id_mn_best,prov_best,count_register_all,pri_fees_amount_pv,child_observe_concentrated,count_register_year_2019,child_observe_attentive,count_children_attendance,id_ward,child_height,child_observe_diligent,teacher_social_total,child_observe_total
ID_W8KOIY49Q,49.80010258357507,<BIAS>,child_observe_total,teacher_emotional_total,id_enumerator,child_observe_attentive,delta_dayschild_datechild_enrolment_date,child_observe_concentrated,longitude,pri_fees_amount,id_mn_n,child_height,pri_fees_amount_pv,child_observe_diligent,mn_best,child_age
ID_79GHY8Z5B,74.90917609355182,<BIAS>,child_observe_total,child_age,prov_best,child_observe_diligent,id_enumerator,child_observe_interested,child_zha,child_observe_attentive,teacher_social_total,child_dobday,longitude,teacher_social_peers,quintile,teacher_emotional_total
ID_1NE8VRSON,41.60809493305063,<BIAS>,child_observe_total,child_observe_diligent,pri_fees_amount_pv,child_observe_attentive,latitude,pri_fees_amount,count_register_year_2020,child_zha,pra_class_size,pri_amount_funding_dsd,teacher_emotional_total,mn_best,id_mn_best,child_age
ID_AN47TRU98,55.49482153581987,<BIAS>,child_age,child_height,child_observe_attentive,child_observe_diligent,id_mn_best,teacher_emotional_understand,id_ward_n,facility_type,pri_fees_amount_pv,language_child,child_dobday,id_enumerator,child_observe_total,teacher_emotional_total
ID_SNCCSAF4T,52.33975308296104,<BIAS>,child_observe_total,child_zha,longitude,child_observe_diligent,child_height,child_observe_interested,child_observe_attentive,latitude,pri_fees_amount_pv,id_enumerator,mn_best,id_mn_best,teacher_emotional_total,child_age
ID_P7XX71DOU,31.093182595383084,<BIAS>,pri_fees_amount,id_enumerator,pri_fees_amount_pv,id_mn_best,dc_best,child_dateweek,prov_best,child_observe_concentrated,child_observe_attentive,count_register_year_2020,id_ward,child_observe_diligent,child_age,child_observe_total
ID_FSQ52WIY8,52.16010494882123,<BIAS>,teacher_emotional_total,child_zha,child_observe_total,child_height,child_observe_diligent,prov_best,child_dobweek,id_enumerator,pri_fees_amount_pv,id_prov_n,longitude,child_age,mn_best,id_mn_best
ID_QE3DVIHMK,54.04625197871877,<BIAS>,id_enumerator,child_age,longitude,child_dateday,child_observe_attentive,id_mn_best,id_facility_n,child_zha,child_height,pri_year,child_observe_interested,child_observe_diligent,teacher_emotional_total,child_observe_total
ID_V5RV7ZBQ0,61.469624803525534,<BIAS>,id_enumerator,teacher_emotional_total,latitude,mn_best,child_dateweek,id_dc_best,teacher_social_total,delta_dayschild_datechild_enrolment_date,longitude,prov_best,child_datemonth,language_assessment,child_observe_attentive,child_observe_total
ID_SS78PTNRJ,41.66735784748109,<BIAS>,id_mn_best,child_observe_total,count_register_all,pri_capacity,child_observe_diligent,id_ward,count_staff_gender_female,latitude,obs_classrooms,pri_amount_funding_dsd,id_enumerator,teacher_emotional_total,mn_best,child_age
ID_MJTE36ZC6,50.38807726009039,<BIAS>,id_enumerator,child_dobweek,longitude,child_dateday,id_mn_best,id_facility_n,child_age,count_children_present,child_observe_interested,child_observe_attentive,child_height,teacher_emotional_total,child_observe_diligent,child_observe_total
ID_4PMOMSD12,38.71160206328048,<BIAS>,child_observe_total,child_observe_diligent,longitude,child_observe_attentive,pri_fees_amount_pv,child_dobday,id_mn_n,latitude,teacher_social_total,id_team,teacher_emotional_total,id_enumerator,id_mn_best,child_age
ID_473FVOOMF,66.08053395342937,<BIAS>,child_observe_total,child_age,pri_fees_amount,pri_fees_amount_pv,child_dobweek,child_observe_diligent,mn_best,quintile,count_staff_gender_female,child_zha,child_height,teacher_social_peers,teacher_social_total,teacher_emotional_total
ID_PPNIV7TLE,52.04653764565735,<BIAS>,child_observe_total,child_observe_diligent,child_zha,latitude,child_height,child_observe_interested,child_observe_attentive,pri_expense_food,id_prov,teacher_emotional_understand,child_age,id_mn_best,teacher_emotional_total,mn_best
ID_P1RH69GYO,38.45152680416483,<BIAS>,id_mn_best,child_observe_diligent,child_dateday,id_facility,teacher_social_total,count_children_present,child_height,language_child,child_observe_concentrated,id_enumerator,child_observe_total,count_register_year_2020,teacher_emotional_total,child_zha
ID_9EOEKVOYD,41.494943632073486,<BIAS>,child_observe_total,child_observe_diligent,child_dateweek,child_observe_attentive,teacher_emotional_understand,child_dobday,count_children_present,latitude,dc_best,id_dc_best,id_enumerator,mn_best,id_mn_best,teacher_emotional_total
ID_MLI98T93U,67.44251863164578,<BIAS>,child_age,child_observe_total,child_observe_diligent,child_observe_attentive,child_height,mn_best,child_observe_interested,id_mn_best,teacher_social_initiative,quintile,child_dateweek,teacher_emotional_total,id_enumerator,teacher_social_peers
ID_K1CPW0PNS,60.78279869965763,<BIAS>,child_age,child_observe_total,id_enumerator,child_observe_diligent,child_observe_attentive,mn_best,id_mn_best,teacher_social_peers,id_facility_n,id_prov,teacher_emotional_total,quintile,child_zha,child_height
ID_DJYXVVUS4,47.94634623391579,<BIAS>,child_observe_total,id_mn_best,child_observe_diligent,id_facility,child_dobweek,child_observe_attentive,pri_fees_amount,child_zha,pri_fees_amount_pv,id_enumerator,latitude,teacher_social_peers,child_age,id_team
ID_EY7I49PBQ,68.29283337815325,<BIAS>,child_age,child_observe_total,id_enumerator,child_observe_diligent,child_observe_interested,child_observe_attentive,teacher_social_peers,language_assessment,child_observe_concentrated,child_dateday,quintile,child_dateweek,child_dobday,teacher_emotional_total
ID_2HW7CA9LD,49.2473518195589,<BIAS>,id_mn_best,id_enumerator,child_observe_total,child_observe_diligent,count_toilets_children,mn_best,child_zha,pri_year,child_dateday,teacher_social_peers,longitude,count_register_year_2020,teacher_emotional_total,child_age
ID_UWCU28B09,52.21739536658544,<BIAS>,child_age,id_enumerator,child_observe_total,id_mn_best,child_observe_diligent,child_observe_attentive,id_ward_n,id_mn_n,child_dobweek,child_dateweek,id_facility_n,id_facility,child_zha,teacher_emotional_total
ID_T35ZUX9FE,53.006131359503186,<BIAS>,child_age,quintile,id_enumerator,child_observe_concentrated,child_dobday,mn_best,language_child,language_assessment,child_height,child_zha,child_observe_attentive,child_observe_diligent,teacher_emotional_total,child_observe_total
ID_07XHLCP68,67.30619961559745,<BIAS>,child_observe_total,teacher_emotional_total,child_zha,child_height,id_enumerator,child_observe_diligent,pri_expense_maintenance,pri_expense_admin,mn_best,id_team,count_register_year_2020,id_mn_best,pri_name_network_forum,child_age
ID_0ICPNDX5R,58.395236227561014,<BIAS>,child_observe_total,child_age,child_dobday,child_observe_diligent,id_enumerator,child_observe_attentive,child_observe_interested,teacher_social_total,mn_best,child_dateyear,id_mn_best,latitude,child_zha,teacher_emotional_total
ID_911PIXSUB,43.0620200308882,<BIAS>,child_age,teacher_emotional_total,id_dc_best,child_dobday,child_dobweek,child_observe_concentrated,child_observe_attentive,child_datemonth,id_ward,child_height,id_enumerator,longitude,child_observe_diligent,child_observe_total
ID_J399S62UJ,61.1317975966294,<BIAS>,child_age,quintile,id_enumerator,child_zha,child_observe_attentive,child_observe_diligent,dc_best,child_height,id_mn_best,child_dateweek,id_facility_n,mn_best,teacher_emotional_total,child_observe_total
ID_7JJTDBXCL,46.88180445805903,<BIAS>,teacher_emotional_total,child_zha,child_height,child_observe_total,child_observe_diligent,pri_fees_amount_pv,child_observe_attentive,id_prov_n,id_facility,pri_land,language_child,mn_best,id_mn_best,child_age
ID_J6JOI58LF,66.92020402408616,<BIAS>,child_age,id_enumerator,teacher_emotional_total,child_height,facility_type,id_dc_best,longitude,count_toilets_children,id_facility,child_dobweek,teacher_social_peers,child_observe_diligent,child_observe_attentive,child_observe_total
